Istasyon_No|Istasyon_Adi|YIL|AY|TOPLAM_GUNESLENME_SURESI
17296|FETH?YE|2001|1|144.9
17296|FETH?YE|2001|2|158.0
17296|FETH?YE|2001|3|242.4
17296|FETH?YE|2001|4|220.3
17296|FETH?YE|2001|5|289.0
17296|FETH?YE|2001|6|365.9
17296|FETH?YE|2001|7|367.0
17296|FETH?YE|2001|8|336.4
17296|FETH?YE|2001|9|311.8
17296|FETH?YE|2001|10|261.5
17296|FETH?YE|2001|11|140.0
17296|FETH?YE|2001|12|83.9
17296|FETH?YE|2001|13|2921.1
17296|FETH?YE|2002|1|166.3
17296|FETH?YE|2002|2|199.0
17296|FETH?YE|2002|3|219.0
17296|FETH?YE|2002|4|242.2
17296|FETH?YE|2002|5|335.3
17296|FETH?YE|2002|6|351.0
17296|FETH?YE|2002|7|344.0
17296|FETH?YE|2002|8|348.4
17296|FETH?YE|2002|9|271.4
17296|FETH?YE|2002|10|248.0
17296|FETH?YE|2002|11|178.3
17296|FETH?YE|2002|12|96.5
17296|FETH?YE|2002|13|2999.4
17296|FETH?YE|2003|1|110.0
17296|FETH?YE|2003|2|152.3
17296|FETH?YE|2003|3|220.0
17296|FETH?YE|2003|4|199.5
17296|FETH?YE|2003|5|321.0
17296|FETH?YE|2003|6|333.5
17296|FETH?YE|2003|7|371.0
17296|FETH?YE|2003|8|348.8
17296|FETH?YE|2003|9|308.0
17296|FETH?YE|2003|10|239.6
17296|FETH?YE|2003|11|195.9
17296|FETH?YE|2003|12|111.0
17296|FETH?YE|2003|13|2910.6
17296|FETH?YE|2004|1|92.9
17296|FETH?YE|2004|2|147.3
17296|FETH?YE|2004|3|221.9
17296|FETH?YE|2004|4|250.1
17296|FETH?YE|2004|5|319.9
17296|FETH?YE|2004|6|348.2
17296|FETH?YE|2004|7|370.2
17296|FETH?YE|2004|8|348.0
17296|FETH?YE|2004|9|304.5
17296|FETH?YE|2004|10|267.3
17296|FETH?YE|2004|11|151.1
17296|FETH?YE|2004|12|131.2
17296|FETH?YE|2004|13|2952.6
17296|FETH?YE|2005|1|115.8
17296|FETH?YE|2005|2|142.7
17296|FETH?YE|2005|3|205.9
17296|FETH?YE|2005|4|241.5
17296|FETH?YE|2005|5|297.6
17296|FETH?YE|2005|6|356.0
17296|FETH?YE|2005|7|364.7
17296|FETH?YE|2005|8|343.2
17296|FETH?YE|2005|9|301.8
17296|FETH?YE|2005|10|256.4
17296|FETH?YE|2005|11|157.9
17296|FETH?YE|2005|12|124.1
17296|FETH?YE|2005|13|2907.6
17296|FETH?YE|2006|1|125.7
17296|FETH?YE|2006|2|125.7
17296|FETH?YE|2006|3|195.4
17296|FETH?YE|2006|4|238.1
17296|FETH?YE|2006|5|331.2
17296|FETH?YE|2006|6|335.1
17296|FETH?YE|2006|7|366.1
17296|FETH?YE|2006|8|345.7
17296|FETH?YE|2006|9|282.6
17296|FETH?YE|2006|10|202.8
17296|FETH?YE|2006|11|167.5
17296|FETH?YE|2006|12|145.3
17296|FETH?YE|2006|13|2861.2
17296|FETH?YE|2007|1|155.8
17296|FETH?YE|2007|2|155.5
17296|FETH?YE|2007|3|233.9
17296|FETH?YE|2007|4|260.6
17296|FETH?YE|2007|5|284.5
17296|FETH?YE|2007|6|340.8
17296|FETH?YE|2007|7|370.1
17296|FETH?YE|2007|8|349.5
17296|FETH?YE|2007|9|308.6
17296|FETH?YE|2007|10|231.4
17296|FETH?YE|2007|11|141.4
17296|FETH?YE|2007|12|127.3
17296|FETH?YE|2007|13|2959.4
17296|FETH?YE|2008|1|165.9
17296|FETH?YE|2008|2|171.2
17296|FETH?YE|2008|3|207.3
17296|FETH?YE|2008|4|209.7
17296|FETH?YE|2008|5|335.4
17296|FETH?YE|2008|6|362.4
17296|FETH?YE|2008|7|365.7
17296|FETH?YE|2008|8|337.9
17296|FETH?YE|2008|9|280.3
17296|FETH?YE|2008|10|258.7
17296|FETH?YE|2008|11|161.7
17296|FETH?YE|2008|12|138.4
17296|FETH?YE|2008|13|2994.6
17296|FETH?YE|2009|1|106.2
17296|FETH?YE|2009|2|110.1
17296|FETH?YE|2009|3|212.9
17296|FETH?YE|2009|4|260.9
17296|FETH?YE|2009|5|305.2
17296|FETH?YE|2009|6|357.8
17296|FETH?YE|2009|7|374.9
17296|FETH?YE|2009|8|346.1
17296|FETH?YE|2009|9|271.2
17296|FETH?YE|2009|10|227.5
17296|FETH?YE|2009|11|180.5
17296|FETH?YE|2009|12|109.4
17296|FETH?YE|2009|13|2862.7
17296|FETH?YE|2010|1|117.9
17296|FETH?YE|2010|2|125.7
17296|FETH?YE|2010|3|237.8
17296|FETH?YE|2010|4|270.3
17296|FETH?YE|2010|5|295.3
17296|FETH?YE|2010|6|309.1
17296|FETH?YE|2010|7|372.7
17296|FETH?YE|2010|8|329.9
17296|FETH?YE|2010|9|285.7
17296|FETH?YE|2010|10|200.5
17296|FETH?YE|2010|11|173.7
17296|FETH?YE|2010|12|127.8
17296|FETH?YE|2010|13|2846.4
17296|FETH?YE|2011|1|135.7
17296|FETH?YE|2011|2|147.5
17296|FETH?YE|2011|3|235.1
17296|FETH?YE|2011|4|218.7
17296|FETH?YE|2011|5|270.2
17296|FETH?YE|2011|6|352.7
17296|FETH?YE|2011|7|377.1
17296|FETH?YE|2011|8|340.7
17296|FETH?YE|2011|9|304.2
17296|FETH?YE|2011|10|234.5
17296|FETH?YE|2011|11|181.6
17296|FETH?YE|2011|12|134.1
17296|FETH?YE|2011|13|2932.1
17296|FETH?YE|2012|1|123.5
17296|FETH?YE|2012|2|146.4
17296|FETH?YE|2012|3|244.9
17296|FETH?YE|2012|4|256.9
17296|FETH?YE|2012|5|284.9
17296|FETH?YE|2012|6|353.5
17296|FETH?YE|2012|7|373.8
17296|FETH?YE|2012|8|342.6
17296|FETH?YE|2012|9|295.9
17296|FETH?YE|2012|10|215.8
17296|FETH?YE|2012|11|160.5
17296|FETH?YE|2012|12|102.0
17296|FETH?YE|2012|13|2900.7
17296|FETH?YE|2013|1|133.9
17296|FETH?YE|2013|2|135.7
17296|FETH?YE|2013|3|178.9
17296|FETH?YE|2013|4|252.0
17296|FETH?YE|2013|5|283.7
17296|FETH?YE|2013|6|351.4
17296|FETH?YE|2013|7|375.4
17296|FETH?YE|2013|8|342.3
17296|FETH?YE|2013|9|301.6
17296|FETH?YE|2013|10|252.9
17296|FETH?YE|2013|11|163.5
17296|FETH?YE|2013|12|138.0
17296|FETH?YE|2013|13|2909.3
17296|FETH?YE|2014|1|133.2
17296|FETH?YE|2014|2|161.8
17296|FETH?YE|2014|3|186.5
17296|FETH?YE|2014|4|252.4
17296|FETH?YE|2014|5|284.4
17296|FETH?YE|2014|6|318.6
17296|FETH?YE|2014|7|374.4
17296|FETH?YE|2014|8|337.0
17296|FETH?YE|2014|9|281.4
17296|FETH?YE|2014|10|227.3
17296|FETH?YE|2014|11|171.3
17296|FETH?YE|2014|12|102.5
17296|FETH?YE|2014|13|2830.8
17296|FETH?YE|2015|1|120.4
17296|FETH?YE|2015|2|118.5
17296|FETH?YE|2015|3|201.4
17296|FETH?YE|2015|4|294.9
17296|FETH?YE|2015|5|303.3
17296|FETH?YE|2015|6|343.8
17296|FETH?YE|2015|7|371.6
17296|FETH?YE|2015|8|343.3
17296|FETH?YE|2015|9|266.6
17296|FETH?YE|2015|10|222.0
17296|FETH?YE|2015|11|208.7
17296|FETH?YE|2015|12|192.0
17296|FETH?YE|2015|13|2986.5
17296|FETH?YE|2016|1|155.0
17296|FETH?YE|2016|2|174.7
17296|FETH?YE|2016|3|228.6
17296|FETH?YE|2016|4|304.1
17296|FETH?YE|2016|5|283.7
17296|FETH?YE|2016|6|366.2
17296|FETH?YE|2016|7|384.0
17296|FETH?YE|2016|8|353.2
17296|FETH?YE|2016|9|306.5
17296|FETH?YE|2016|10|273.6
17296|FETH?YE|2016|11|178.4
17296|FETH?YE|2016|12|160.0
17296|FETH?YE|2016|13|3168.0
17296|FETH?YE|2017|1|124.0
17296|FETH?YE|2017|2|150.7
17296|FETH?YE|2017|3|223.5
17296|FETH?YE|2017|4|272.4
17296|FETH?YE|2017|5|286.2
17296|FETH?YE|2017|6|367.2
17296|FETH?YE|2017|7|397.0
17296|FETH?YE|2017|8|333.5
17296|FETH?YE|2017|9|318.3
17296|FETH?YE|2017|10|240.1
17296|FETH?YE|2017|11|177.4
17296|FETH?YE|2017|12|133.4
17296|FETH?YE|2017|13|3023.7
17296|FETH?YE|2018|1|147.0
17296|FETH?YE|2018|2|91.7
17296|FETH?YE|2018|3|172.5
17296|FETH?YE|2018|4|285.5
17296|FETH?YE|2018|5|281.5
17296|FETH?YE|2018|6|349.4
17296|FETH?YE|2018|7|382.0
17296|FETH?YE|2018|8|152.6
17296|FETH?YE|2018|10|238.6
17296|FETH?YE|2018|11|164.2
17296|FETH?YE|2018|12|125.4
17296|FETH?YE|2018|13|2390.4
17296|FETH?YE|2019|1|92.5
17296|FETH?YE|2019|2|163.3
17296|FETH?YE|2019|3|246.1
17296|FETH?YE|2019|4|256.5
17296|FETH?YE|2019|5|332.1
17296|FETH?YE|2019|6|351.6
17296|FETH?YE|2019|7|385.0
17296|FETH?YE|2019|8|364.7
17296|FETH?YE|2019|9|298.9
17296|FETH?YE|2019|10|253.5
17296|FETH?YE|2019|11|171.4
17296|FETH?YE|2019|12|136.7
17296|FETH?YE|2019|13|3052.3
17296|FETH?YE|2020|1|159.1
17296|FETH?YE|2020|2|159.7
17296|FETH?YE|2020|3|240.5
17296|FETH?YE|2020|4|278.0
17296|FETH?YE|2020|5|341.1
17296|FETH?YE|2020|6|354.2
17296|FETH?YE|2020|7|396.6
17296|FETH?YE|2020|8|363.0
17296|FETH?YE|2020|9|320.8
17296|FETH?YE|2020|10|241.6
17296|FETH?YE|2020|11|207.5
17296|FETH?YE|2020|12|125.3
17296|FETH?YE|2020|13|3187.4
17296|FETH?YE|2021|1|117.9
17296|FETH?YE|2021|2|204.0
17296|FETH?YE|2021|3|233.5
17296|FETH?YE|2021|4|261.2
17296|FETH?YE|2021|5|370.4
17296|FETH?YE|2021|6|375.4
17298|MARMAR?S|1983|11|111.6
17298|MARMAR?S|1983|12|106.0
17298|MARMAR?S|1983|13|217.6
17298|MARMAR?S|1984|1|113.7
17298|MARMAR?S|1984|2|120.6
17298|MARMAR?S|1984|3|133.6
17298|MARMAR?S|1984|4|196.5
17298|MARMAR?S|1984|5|269.1
17298|MARMAR?S|1984|6|319.5
17298|MARMAR?S|1984|7|342.6
17298|MARMAR?S|1984|8|338.5
17298|MARMAR?S|1984|9|261.3
17298|MARMAR?S|1984|10|217.4
17298|MARMAR?S|1984|11|103.4
17298|MARMAR?S|1984|12|97.4
17298|MARMAR?S|1984|13|2513.6
17298|MARMAR?S|1985|1|75.3
17298|MARMAR?S|1985|2|119.3
17298|MARMAR?S|1985|3|158.4
17298|MARMAR?S|1985|4|232.4
17298|MARMAR?S|1985|5|264.3
17298|MARMAR?S|1985|6|327.5
17298|MARMAR?S|1985|7|347.5
17298|MARMAR?S|1985|8|333.9
17298|MARMAR?S|1985|9|270.2
17298|MARMAR?S|1985|10|200.5
17298|MARMAR?S|1985|11|113.1
17298|MARMAR?S|1985|12|113.1
17298|MARMAR?S|1985|13|2555.5
17298|MARMAR?S|1986|1|71.1
17298|MARMAR?S|1986|2|86.9
17298|MARMAR?S|1986|3|173.5
17298|MARMAR?S|1986|4|242.9
17298|MARMAR?S|1986|5|290.5
17298|MARMAR?S|1986|6|312.0
17298|MARMAR?S|1986|7|345.1
17298|MARMAR?S|1986|8|325.9
17298|MARMAR?S|1986|9|253.2
17298|MARMAR?S|1986|10|203.3
17298|MARMAR?S|1986|11|170.2
17298|MARMAR?S|1986|12|102.6
17298|MARMAR?S|1986|13|2577.2
17298|MARMAR?S|1987|1|74.9
17298|MARMAR?S|1987|2|115.5
17298|MARMAR?S|1987|3|176.7
17298|MARMAR?S|1987|4|189.8
17298|MARMAR?S|1987|5|243.8
17298|MARMAR?S|1987|6|328.2
17298|MARMAR?S|1987|7|337.1
17298|MARMAR?S|1987|8|329.1
17298|MARMAR?S|1987|9|268.4
17298|MARMAR?S|1987|10|196.7
17298|MARMAR?S|1987|11|122.5
17298|MARMAR?S|1987|12|102.0
17298|MARMAR?S|1987|13|2484.7
17298|MARMAR?S|1988|1|104.4
17298|MARMAR?S|1988|2|121.7
17298|MARMAR?S|1988|3|132.7
17298|MARMAR?S|1988|4|183.6
17298|MARMAR?S|1988|5|278.5
17298|MARMAR?S|1988|6|283.9
17298|MARMAR?S|1988|7|351.2
17298|MARMAR?S|1988|8|341.8
17298|MARMAR?S|1988|9|305.4
17298|MARMAR?S|1988|10|224.0
17298|MARMAR?S|1988|11|138.5
17298|MARMAR?S|1988|12|101.1
17298|MARMAR?S|1988|13|2566.8
17298|MARMAR?S|1989|1|196.5
17298|MARMAR?S|1989|2|183.0
17298|MARMAR?S|1989|3|197.0
17298|MARMAR?S|1989|4|238.6
17298|MARMAR?S|1989|5|304.5
17298|MARMAR?S|1989|6|333.7
17298|MARMAR?S|1989|7|352.9
17298|MARMAR?S|1989|8|324.1
17298|MARMAR?S|1989|9|281.6
17298|MARMAR?S|1989|10|226.1
17298|MARMAR?S|1989|11|131.6
17298|MARMAR?S|1989|12|124.5
17298|MARMAR?S|1989|13|2894.1
17298|MARMAR?S|1990|1|155.4
17298|MARMAR?S|1990|2|165.8
17298|MARMAR?S|1990|3|257.5
17298|MARMAR?S|1990|4|218.9
17298|MARMAR?S|1990|5|307.1
17298|MARMAR?S|1990|6|338.2
17298|MARMAR?S|1990|7|352.1
17298|MARMAR?S|1990|8|332.4
17298|MARMAR?S|1990|9|290.9
17298|MARMAR?S|1990|10|222.0
17298|MARMAR?S|1990|11|139.3
17298|MARMAR?S|1990|12|99.7
17298|MARMAR?S|1990|13|2879.3
17298|MARMAR?S|1991|1|154.8
17298|MARMAR?S|1991|2|120.1
17298|MARMAR?S|1991|3|179.2
17298|MARMAR?S|1991|4|239.3
17298|MARMAR?S|1991|5|240.1
17298|MARMAR?S|1991|6|339.5
17298|MARMAR?S|1991|7|356.4
17298|MARMAR?S|1991|8|342.0
17298|MARMAR?S|1991|9|286.7
17298|MARMAR?S|1991|10|206.3
17298|MARMAR?S|1991|11|169.4
17298|MARMAR?S|1991|12|115.7
17298|MARMAR?S|1991|13|2749.5
17298|MARMAR?S|1992|1|184.5
17298|MARMAR?S|1992|2|161.4
17298|MARMAR?S|1992|3|151.7
17298|MARMAR?S|1992|4|244.6
17298|MARMAR?S|1992|5|270.4
17298|MARMAR?S|1992|6|311.7
17298|MARMAR?S|1992|7|349.8
17298|MARMAR?S|1992|8|333.3
17298|MARMAR?S|1992|9|290.5
17298|MARMAR?S|1992|10|226.1
17298|MARMAR?S|1992|11|150.9
17298|MARMAR?S|1992|12|138.8
17298|MARMAR?S|1992|13|2813.7
17298|MARMAR?S|1993|1|158.5
17298|MARMAR?S|1993|2|151.1
17298|MARMAR?S|1993|3|240.3
17298|MARMAR?S|1993|4|236.1
17298|MARMAR?S|1993|5|267.3
17298|MARMAR?S|1993|6|330.2
17298|MARMAR?S|1993|7|361.2
17298|MARMAR?S|1993|8|340.9
17298|MARMAR?S|1993|9|291.0
17298|MARMAR?S|1993|10|245.5
17298|MARMAR?S|1993|11|168.8
17298|MARMAR?S|1993|12|109.9
17298|MARMAR?S|1993|13|2900.8
17298|MARMAR?S|1994|1|116.3
17298|MARMAR?S|1994|2|150.9
17298|MARMAR?S|1994|3|234.3
17298|MARMAR?S|1994|4|228.0
17298|MARMAR?S|1994|5|310.0
17298|MARMAR?S|1994|6|348.4
17298|MARMAR?S|1994|7|361.6
17298|MARMAR?S|1994|8|346.1
17298|MARMAR?S|1994|9|282.4
17298|MARMAR?S|1994|10|190.3
17298|MARMAR?S|1994|11|156.9
17298|MARMAR?S|1994|12|130.7
17298|MARMAR?S|1994|13|2855.9
17298|MARMAR?S|1995|1|108.3
17298|MARMAR?S|1995|2|163.1
17298|MARMAR?S|1995|3|169.9
17298|MARMAR?S|1995|4|227.8
17298|MARMAR?S|1995|5|312.1
17298|MARMAR?S|1995|6|343.9
17298|MARMAR?S|1995|7|351.6
17298|MARMAR?S|1995|8|339.6
17298|MARMAR?S|1995|9|278.2
17298|MARMAR?S|1995|10|241.0
17298|MARMAR?S|1995|11|129.2
17298|MARMAR?S|1995|12|101.3
17298|MARMAR?S|1995|13|2766.0
17298|MARMAR?S|1996|1|110.4
17298|MARMAR?S|1996|2|122.6
17298|MARMAR?S|1996|3|201.1
17298|MARMAR?S|1996|4|249.7
17298|MARMAR?S|1996|5|303.7
17298|MARMAR?S|1996|6|342.1
17298|MARMAR?S|1996|7|346.6
17298|MARMAR?S|1996|8|333.7
17298|MARMAR?S|1996|9|255.2
17298|MARMAR?S|1996|10|221.6
17298|MARMAR?S|1996|11|159.7
17298|MARMAR?S|1996|12|100.9
17298|MARMAR?S|1996|13|2747.3
17298|MARMAR?S|1997|1|175.1
17298|MARMAR?S|1997|2|148.5
17298|MARMAR?S|1997|3|197.8
17298|MARMAR?S|1997|4|191.6
17298|MARMAR?S|1997|5|316.2
17298|MARMAR?S|1997|6|319.9
17298|MARMAR?S|1997|7|347.4
17298|MARMAR?S|1997|8|331.7
17298|MARMAR?S|1997|9|272.8
17298|MARMAR?S|1997|10|187.5
17298|MARMAR?S|1997|11|124.4
17298|MARMAR?S|1997|12|106.5
17298|MARMAR?S|1997|13|2719.4
17298|MARMAR?S|1998|1|156.5
17298|MARMAR?S|1998|2|177.9
17298|MARMAR?S|1998|3|177.0
17298|MARMAR?S|1998|4|245.9
17298|MARMAR?S|1998|5|256.3
17298|MARMAR?S|1998|6|335.8
17298|MARMAR?S|1998|7|346.1
17298|MARMAR?S|1998|8|331.8
17298|MARMAR?S|1998|9|275.0
17298|MARMAR?S|1998|10|224.0
17298|MARMAR?S|1998|11|157.8
17298|MARMAR?S|1998|12|106.0
17298|MARMAR?S|1998|13|2790.1
17298|MARMAR?S|1999|1|124.0
17298|MARMAR?S|1999|2|136.7
17298|MARMAR?S|1999|3|195.2
17298|MARMAR?S|1999|4|250.8
17298|MARMAR?S|1999|5|310.5
17298|MARMAR?S|1999|6|324.2
17298|MARMAR?S|1999|7|337.0
17298|MARMAR?S|1999|8|316.1
17298|MARMAR?S|1999|9|270.8
17298|MARMAR?S|1999|10|245.5
17298|MARMAR?S|1999|11|154.1
17298|MARMAR?S|1999|12|100.8
17298|MARMAR?S|1999|13|2765.7
17298|MARMAR?S|2000|1|151.7
17298|MARMAR?S|2000|2|160.7
17298|MARMAR?S|2000|3|217.0
17298|MARMAR?S|2000|4|186.9
17298|MARMAR?S|2000|5|310.3
17298|MARMAR?S|2000|6|337.6
17298|MARMAR?S|2000|7|348.1
17298|MARMAR?S|2000|8|325.9
17298|MARMAR?S|2000|9|287.6
17298|MARMAR?S|2000|10|238.4
17298|MARMAR?S|2000|11|180.0
17298|MARMAR?S|2000|12|134.4
17298|MARMAR?S|2000|13|2878.6
17298|MARMAR?S|2001|1|118.1
17298|MARMAR?S|2001|2|146.2
17298|MARMAR?S|2001|3|225.5
17298|MARMAR?S|2001|4|204.0
17298|MARMAR?S|2001|5|259.0
17298|MARMAR?S|2001|6|339.4
17298|MARMAR?S|2001|7|343.6
17298|MARMAR?S|2001|8|322.2
17298|MARMAR?S|2001|9|287.3
17298|MARMAR?S|2001|10|247.8
17298|MARMAR?S|2001|11|123.1
17298|MARMAR?S|2001|12|80.1
17298|MARMAR?S|2001|13|2696.3
17298|MARMAR?S|2002|1|150.9
17298|MARMAR?S|2002|2|179.7
17298|MARMAR?S|2002|3|196.2
17298|MARMAR?S|2002|4|222.0
17298|MARMAR?S|2002|5|315.3
17298|MARMAR?S|2002|6|322.2
17298|MARMAR?S|2002|7|320.2
17298|MARMAR?S|2002|8|325.5
17298|MARMAR?S|2002|9|248.2
17298|MARMAR?S|2002|10|228.2
17298|MARMAR?S|2002|11|155.8
17298|MARMAR?S|2002|12|83.3
17298|MARMAR?S|2002|13|2747.5
17298|MARMAR?S|2003|1|91.3
17298|MARMAR?S|2003|2|139.5
17298|MARMAR?S|2003|3|201.0
17298|MARMAR?S|2003|4|191.0
17298|MARMAR?S|2003|5|293.3
17298|MARMAR?S|2003|6|315.1
17298|MARMAR?S|2003|7|346.9
17298|MARMAR?S|2003|8|327.9
17298|MARMAR?S|2003|9|273.5
17298|MARMAR?S|2003|10|212.5
17298|MARMAR?S|2003|11|177.0
17298|MARMAR?S|2003|12|101.7
17298|MARMAR?S|2003|13|2670.7
17298|MARMAR?S|2004|1|97.2
17298|MARMAR?S|2004|2|128.8
17298|MARMAR?S|2004|3|198.1
17298|MARMAR?S|2004|4|204.5
17298|MARMAR?S|2004|5|294.1
17298|MARMAR?S|2004|6|311.3
17298|MARMAR?S|2004|7|344.5
17298|MARMAR?S|2004|8|333.5
17298|MARMAR?S|2004|9|282.6
17298|MARMAR?S|2004|10|229.6
17298|MARMAR?S|2004|11|137.8
17298|MARMAR?S|2004|12|112.8
17298|MARMAR?S|2004|13|2674.8
17298|MARMAR?S|2005|1|112.4
17298|MARMAR?S|2005|2|120.8
17298|MARMAR?S|2005|3|184.3
17298|MARMAR?S|2005|4|223.7
17298|MARMAR?S|2005|5|273.2
17298|MARMAR?S|2005|6|329.9
17298|MARMAR?S|2005|7|345.2
17298|MARMAR?S|2005|8|329.8
17298|MARMAR?S|2005|9|276.2
17298|MARMAR?S|2005|10|221.6
17298|MARMAR?S|2005|11|141.2
17298|MARMAR?S|2005|12|115.6
17298|MARMAR?S|2005|13|2673.9
17298|MARMAR?S|2006|1|109.6
17298|MARMAR?S|2006|2|98.7
17298|MARMAR?S|2006|3|157.5
17298|MARMAR?S|2006|4|203.5
17298|MARMAR?S|2006|5|318.8
17298|MARMAR?S|2006|6|306.4
17298|MARMAR?S|2006|7|338.6
17298|MARMAR?S|2006|8|328.4
17298|MARMAR?S|2006|9|259.4
17298|MARMAR?S|2006|10|192.3
17298|MARMAR?S|2006|11|163.5
17298|MARMAR?S|2006|12|152.6
17298|MARMAR?S|2006|13|2629.3
17298|MARMAR?S|2007|1|163.7
17298|MARMAR?S|2007|2|131.0
17298|MARMAR?S|2007|3|213.2
17298|MARMAR?S|2007|4|257.9
17298|MARMAR?S|2007|5|276.1
17298|MARMAR?S|2007|6|307.5
17298|MARMAR?S|2007|7|345.8
17298|MARMAR?S|2007|8|322.4
17298|MARMAR?S|2007|9|288.3
17298|MARMAR?S|2007|10|195.6
17298|MARMAR?S|2007|11|111.8
17298|MARMAR?S|2007|12|121.4
17298|MARMAR?S|2007|13|2734.7
17298|MARMAR?S|2008|1|159.4
17298|MARMAR?S|2008|2|152.4
17298|MARMAR?S|2008|3|175.3
17298|MARMAR?S|2008|4|170.5
17298|MARMAR?S|2008|5|309.2
17298|MARMAR?S|2008|6|329.1
17298|MARMAR?S|2008|7|343.0
17298|MARMAR?S|2008|8|324.8
17298|MARMAR?S|2008|9|260.5
17298|MARMAR?S|2008|10|234.3
17298|MARMAR?S|2008|11|143.8
17298|MARMAR?S|2008|12|120.6
17298|MARMAR?S|2008|13|2722.9
17298|MARMAR?S|2009|1|96.6
17298|MARMAR?S|2009|2|91.4
17298|MARMAR?S|2009|3|184.8
17298|MARMAR?S|2009|4|241.9
17298|MARMAR?S|2009|5|295.9
17298|MARMAR?S|2009|6|330.8
17298|MARMAR?S|2009|7|354.8
17298|MARMAR?S|2009|8|333.4
17298|MARMAR?S|2009|9|266.2
17298|MARMAR?S|2009|10|206.0
17298|MARMAR?S|2009|11|174.3
17298|MARMAR?S|2009|12|83.6
17298|MARMAR?S|2009|13|2659.7
17298|MARMAR?S|2010|1|102.1
17298|MARMAR?S|2010|2|120.1
17298|MARMAR?S|2010|3|207.1
17298|MARMAR?S|2010|4|251.0
17298|MARMAR?S|2010|5|281.8
17298|MARMAR?S|2010|6|302.9
17298|MARMAR?S|2010|7|351.1
17298|MARMAR?S|2010|8|322.1
17298|MARMAR?S|2010|9|267.4
17298|MARMAR?S|2010|10|164.7
17298|MARMAR?S|2010|11|149.3
17298|MARMAR?S|2010|12|86.9
17298|MARMAR?S|2010|13|2606.5
17298|MARMAR?S|2011|1|129.5
17298|MARMAR?S|2011|2|139.2
17298|MARMAR?S|2011|3|227.5
17298|MARMAR?S|2011|4|190.3
17298|MARMAR?S|2011|5|255.2
17298|MARMAR?S|2011|6|329.1
17298|MARMAR?S|2011|7|351.5
17298|MARMAR?S|2011|8|330.6
17298|MARMAR?S|2011|9|281.6
17298|MARMAR?S|2011|10|208.4
17298|MARMAR?S|2011|11|183.0
17298|MARMAR?S|2011|12|111.5
17298|MARMAR?S|2011|13|2737.4
17298|MARMAR?S|2012|1|115.7
17298|MARMAR?S|2012|2|158.5
17298|MARMAR?S|2012|3|233.1
17298|MARMAR?S|2012|4|239.0
17298|MARMAR?S|2012|5|274.0
17298|MARMAR?S|2012|6|338.6
17298|MARMAR?S|2012|7|350.4
17298|MARMAR?S|2012|8|332.0
17298|MARMAR?S|2012|9|287.8
17298|MARMAR?S|2012|10|212.3
17298|MARMAR?S|2012|11|147.2
17298|MARMAR?S|2012|12|77.9
17298|MARMAR?S|2012|13|2766.5
17298|MARMAR?S|2013|1|119.5
17298|MARMAR?S|2013|2|120.7
17298|MARMAR?S|2013|3|168.7
17298|MARMAR?S|2013|4|248.0
17298|MARMAR?S|2013|5|275.8
17298|MARMAR?S|2013|6|324.4
17298|MARMAR?S|2013|7|348.0
17298|MARMAR?S|2013|8|329.8
17298|MARMAR?S|2013|9|288.6
17298|MARMAR?S|2013|10|248.8
17298|MARMAR?S|2013|11|139.0
17298|MARMAR?S|2013|12|134.6
17298|MARMAR?S|2013|13|2745.9
17298|MARMAR?S|2014|1|85.9
17298|MARMAR?S|2014|2|145.9
17298|MARMAR?S|2014|3|186.7
17298|MARMAR?S|2014|4|242.3
17298|MARMAR?S|2014|5|244.3
17298|MARMAR?S|2014|6|295.9
17298|MARMAR?S|2014|7|344.2
17298|MARMAR?S|2014|8|327.5
17298|MARMAR?S|2014|9|262.5
17298|MARMAR?S|2014|10|212.9
17298|MARMAR?S|2014|11|161.8
17298|MARMAR?S|2014|12|88.0
17298|MARMAR?S|2014|13|2597.9
17298|MARMAR?S|2015|1|108.5
17298|MARMAR?S|2015|2|112.9
17298|MARMAR?S|2015|3|167.9
17298|MARMAR?S|2015|4|252.0
17298|MARMAR?S|2015|5|282.4
17298|MARMAR?S|2015|6|319.3
17298|MARMAR?S|2015|7|346.8
17298|MARMAR?S|2015|8|321.6
17298|MARMAR?S|2015|9|257.4
17298|MARMAR?S|2015|10|210.7
17298|MARMAR?S|2015|11|179.1
17298|MARMAR?S|2015|12|162.4
17298|MARMAR?S|2015|13|2721.0
17298|MARMAR?S|2016|1|122.2
17298|MARMAR?S|2016|2|151.3
17298|MARMAR?S|2016|3|209.1
17298|MARMAR?S|2016|4|268.4
17298|MARMAR?S|2016|5|258.3
17298|MARMAR?S|2016|6|313.1
17298|MARMAR?S|2016|7|348.0
17298|MARMAR?S|2016|8|324.7
17298|MARMAR?S|2016|9|281.6
17298|MARMAR?S|2016|10|229.0
17298|MARMAR?S|2016|11|153.5
17298|MARMAR?S|2016|12|138.9
17298|MARMAR?S|2016|13|2798.1
17298|MARMAR?S|2017|1|102.5
17298|MARMAR?S|2017|2|129.0
17298|MARMAR?S|2017|3|205.7
17298|MARMAR?S|2017|4|245.5
17298|MARMAR?S|2017|5|256.5
17298|MARMAR?S|2017|6|319.7
17298|MARMAR?S|2017|7|344.0
17298|MARMAR?S|2017|8|309.5
17298|MARMAR?S|2017|9|283.2
17298|MARMAR?S|2017|10|199.7
17298|MARMAR?S|2017|11|155.8
